Metro Area,Total,Less than 5 minutes,5 to 9 minutes,10 to 14 minutes,15 to 19 minutes,20 to 24 minutes,25 to 29 minutes,30 to 34 minutes,35 to 39 minutes,40 to 44 minutes,45 to 59 minutes,60 to 89 minutes,90 or more minutes,Year
"Meadville, PA Micro Area",36225,2709,5797,6246,5007,4744,2483,3566,588,1283,1487,1581,734,2015
"Medford, OR Metro Area",80117,4196,11008,15535,17995,12019,4385,7314,1334,1359,1728,2127,1117,2015
"Memphis, TN-MS-AR Metro Area",588677,13061,54420,68540,96113,105101,46764,100621,18600,21925,41271,16480,5781,2015
"Merced, CA Metro Area",89569,5405,15967,17094,14467,9744,3664,5216,1211,2108,3312,5672,5709,2015
"Meridian, MS Micro Area",42009,2072,4170,8567,7389,6641,2859,4695,527,1881,1150,941,1117,2015
"Mobile, AL Metro Area",164446,2020,10197,21569,29442,27594,9098,36027,4732,3828,12505,5351,2083,2015
"Modesto, CA Metro Area",199902,7151,27469,31712,31394,25913,10998,19858,3481,6028,10083,10080,15735,2015
"Monroe, LA Metro Area",69455,1657,9006,13505,11964,10683,3112,14058,1205,592,1498,1009,1166,2015
"Monroe, MI Metro Area",65178,1713,7399,9265,9848,9030,4987,8687,1960,2522,6362,2506,899,2015
"Montgomery, AL Metro Area",153153,3272,13268,26839,29695,24074,10896,22165,5415,3426,8302,3954,1847,2015
"Morehead City, NC Micro Area",28818,1784,4619,5050,4547,3575,1040,3424,1087,1063,1149,1075,405,2015
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",2655983,32456,146051,261598,357036,414837,174174,524925,85746,120710,272093,200700,65657,2015
"Michigan City-La Porte, IN Metro Area",44296,1746,7334,8051,6636,5625,1880,5087,958,1099,2965,2025,890,2015
"Midland, MI Metro Area",36593,1106,3786,8190,7650,5141,1531,4023,904,1224,2067,453,518,2015
"Midland, TX Metro Area",82686,2790,10428,21009,17400,11928,3547,7795,708,436,2873,2388,1384,2015
"Milwaukee-Waukesha-West Allis, WI Metro Area",753357,17221,70359,108712,129533,129236,62528,106609,26396,27866,46511,18886,9500,2015
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",1779099,35355,149827,219780,270849,291743,147779,271278,67984,83351,142652,74700,23801,2015
"Minot, ND Micro Area",43707,3428,7832,10456,9676,4174,2114,1854,151,504,1252,1529,737,2015
"Missoula, MT Metro Area",56262,2664,6792,12217,13827,10790,1542,4206,796,226,1495,837,870,2015
"Morgantown, WV Metro Area",57049,892,6256,12327,9663,8615,4250,7177,1087,1478,2693,1994,617,2015
"Morristown, TN Metro Area",46378,998,5230,7659,7538,6788,3892,4946,1534,924,2937,2503,1429,2015
"Moses Lake, WA Micro Area",38302,2619,6580,7766,6701,5741,1846,3699,530,603,1144,713,360,2015
"Mount Airy, NC Micro Area",28462,1304,4538,5313,3989,3263,1251,3413,555,873,2121,1499,343,2015
"Mount Pleasant, MI Micro Area",31211,2651,6228,5981,4559,3690,1836,2451,232,792,1303,835,653,2015
"Mount Vernon-Anacortes, WA Metro Area",50983,2234,7101,7079,7762,8554,2550,4153,1364,1872,3487,3018,1809,2015
"Muncie, IN Metro Area",50759,3058,7321,10143,12893,5831,1770,2479,665,853,1895,2339,1512,2015
"Muskegon, MI Metro Area",70070,2037,8520,13932,14796,10359,5054,5277,859,2214,4266,2011,745,2015
"Muskogee, OK Micro Area",25366,940,5097,5848,4175,2524,1003,2021,796,693,1058,938,273,2015
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",172974,4919,16558,25723,34942,29965,11312,23217,4778,4474,8362,5785,2939,2015
"Nacogdoches, TX Micro Area",26924,681,5535,6069,4665,2717,856,2295,299,468,1266,1192,881,2015
"Napa, CA Metro Area",64403,2518,10266,11396,9746,7297,3476,6512,1279,1545,3533,4577,2258,2015
"Naples-Immokalee-Marco Island, FL Metro Area",138570,3065,13020,20614,27913,21487,6609,19578,4865,4419,7810,6417,2773,2015
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",866057,17502,61370,98083,136710,133441,58153,129727,29954,41239,88451,56249,15178,2015
"New Bern, NC Metro Area",53925,2430,6122,11857,9312,7230,3351,6010,1065,941,3703,1483,421,2015
"New Castle, PA Micro Area",35495,1333,4760,6491,5042,4628,1923,3293,1551,1339,2808,1872,455,2015
"New Haven-Milford, CT Metro Area",402226,8141,34749,61833,69585,63519,25908,51433,13004,13621,28685,19542,12206,2015
"New Orleans-Metairie, LA Metro Area",562014,12342,43018,75513,97710,95410,33577,91166,15191,14762,39117,29487,14721,2015
"New Philadelphia-Dover, OH Micro Area",42158,1840,8512,7108,4721,6537,2548,3912,1080,810,2914,1242,934,2015
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",9186623,136305,522686,825912,924371,1043193,464756,1362441,285846,529406,1125090,1341609,625008,2015
"Niles-Benton Harbor, MI Metro Area",66345,3318,12165,12932,11630,9529,4929,5004,1407,1012,2285,1433,701,2015
"North Port-Sarasota-Bradenton, FL Metro Area",279271,5192,15896,37756,44346,65272,15007,53735,5390,7047,14539,8534,6557,2015
"North Wilkesboro, NC Micro Area",27938,1237,2388,4873,6271,3401,1410,2558,524,864,2244,1573,595,2015
"Norwich-New London, CT Metro Area",129314,3730,14962,19520,21613,21606,8918,15604,3125,3846,7188,7204,1998,2015
"Oak Harbor, WA Micro Area",33191,778,4033,7634,5714,2479,1166,2962,545,877,2032,2479,2492,2015
"Ocala, FL Metro Area",101831,1587,6996,9791,17583,20385,7478,15960,4926,2272,7616,4872,2365,2015
"Ocean City, NJ Metro Area",39787,1749,7636,7158,5982,4862,2830,3560,667,965,1601,1301,1476,2015
"Odessa, TX Metro Area",72396,2455,8856,12816,16340,13464,1790,7340,803,1565,2119,3066,1782,2015
"Ogden-Clearfield, UT Metro Area",280717,8485,36673,45607,51806,43683,18892,29978,6481,6772,16951,11464,3925,2015
"Ogdensburg-Massena, NY Micro Area",40988,2811,9654,6136,5439,4473,2585,3678,1054,699,2420,1303,736,2015
"Oklahoma City, OK Metro Area",617069,17288,64096,94147,108416,112169,44546,89855,17929,15656,30697,13128,9142,2015
"Olean, NY Micro Area",31854,2298,5601,5353,4127,3828,1654,2933,562,819,2503,1421,755,2015
"Olympia-Tumwater, WA Metro Area",116108,2046,11653,16776,20751,20350,8691,10625,2655,3578,7990,6330,4663,2015
"Omaha-Council Bluffs, NE-IA Metro Area",453617,14495,48880,81125,90341,85389,34547,53676,8674,9188,15933,7158,4211,2015
"Opelousas, LA Micro Area",27688,2190,4493,3177,2222,3509,1773,4182,885,1237,1581,939,1500,2015
"Orangeburg, SC Micro Area",31275,1878,3581,6973,3623,3382,892,2529,1119,972,3160,2374,792,2015
"Orlando-Kissimmee-Sanford, FL Metro Area",1071243,12288,69360,111021,145305,173964,75643,204076,42549,54997,108113,50617,23310,2015
"Oshkosh-Neenah, WI Metro Area",82739,3319,13668,19154,17400,12086,4034,6467,1291,1055,1745,1485,1035,2015
"Ottawa-Peru, IL Micro Area",68146,5292,14456,10530,8165,7875,4096,5696,2130,1851,2933,3974,1148,2015
"Owensboro, KY Metro Area",50309,3010,6388,11277,9933,5917,2083,4105,1419,1554,1456,1640,1527,2015
"Parkersburg-Vienna, WV Metro Area",36633,1145,4336,5836,8221,6204,2577,4729,609,413,1600,550,413,2015
"Pensacola-Ferry Pass-Brent, FL Metro Area",202103,3066,19493,26929,44079,35501,15035,27312,4028,4347,13150,5843,3320,2015
"Peoria, IL Metro Area",168633,8161,20080,28595,32790,29715,11774,16682,3306,5031,6468,3409,2622,2015
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",2761490,61510,202770,328391,342205,383779,177351,416573,102141,134702,297656,225949,88463,2015
"Owosso, MI Micro Area",29835,1594,3546,3705,3339,2968,1472,3025,1941,1419,3373,2521,932,2015
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",377120,7703,37396,50138,53583,53115,37260,52921,9211,13302,26464,22491,13536,2015
"Paducah, KY-IL Micro Area",42203,1739,5708,8186,9648,6173,2932,3531,760,444,1860,674,548,2015
"Palatka, FL Micro Area",23929,432,3107,3164,3680,2721,1372,1558,1136,1092,2106,2695,866,2015
"Palm Bay-Melbourne-Titusville, FL Metro Area",223633,6333,18270,36548,46315,35704,15491,30042,5030,5464,12055,7159,5222,2015
"Panama City, FL Metro Area",85623,2029,11324,12406,15541,11737,4198,14496,822,2257,4998,3420,2395,2015
"Phoenix-Mesa-Scottsdale, AZ Metro Area",1920473,37718,154558,230738,287539,308122,149015,301567,62782,89879,168116,98410,32029,2015
"Pine Bluff, AR Metro Area",32387,1271,3324,6154,8915,4279,1097,2802,669,576,1611,1409,280,2015
"Pinehurst-Southern Pines, NC Micro Area",37419,2072,3788,4383,8566,3858,2654,4197,613,1117,3296,1944,931,2015
"Pittsburgh, PA Metro Area",1078307,30810,97422,134381,156768,154871,78845,152030,37680,48098,100611,64587,22204,2015
"Pittsfield, MA Metro Area",58912,3822,10470,11338,9648,8020,3117,5166,786,1591,2654,1212,1088,2015
"Plattsburgh, NY Micro Area",32565,1998,6465,6085,5156,5117,2132,2318,471,272,1283,973,295,2015
"Pocatello, ID Metro Area",32889,2281,6028,9143,7160,2913,958,1671,232,317,833,821,532,2015
"Ponce, PR Metro Area",79895,1326,6001,12205,17367,12588,4297,10940,676,2193,5097,4627,2578,2015
"Port Angeles, WA Micro Area",25327,2822,5210,4586,3621,2593,469,2631,762,147,402,524,1560,2015
"Portland-South Portland, ME Metro Area",259285,8236,27525,38579,43860,36519,19709,31673,7634,10297,21399,9006,4848,2015
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",1095878,26255,86679,139519,162802,164309,82204,159736,39321,55579,98768,58271,22435,2015
"Port St. Lucie, FL Metro Area",173841,2943,13547,21610,31689,27431,11232,24139,5055,6751,13898,10596,4950,2015
"Portsmouth, OH Micro Area",26338,1372,2997,3180,4879,4474,1772,2809,934,1377,857,888,799,2015
"Pottsville, PA Micro Area",58760,2510,6688,7429,8211,9886,3553,5241,1772,1757,5697,4342,1674,2015
"Prescott, AZ Metro Area",76611,2430,10516,12624,13911,11469,3634,9111,1078,953,5036,1962,3887,2015
"Providence-Warwick, RI-MA Metro Area",754019,19800,76457,111985,114856,116987,48301,89957,24120,28795,53958,42181,26622,2015
"Provo-Orem, UT Metro Area",241840,11651,38693,42206,40651,33668,15353,22369,6081,6364,12356,8750,3698,2015
"Pueblo, CO Metro Area",62672,2215,7265,12665,13192,9199,2987,4970,541,946,4712,2609,1371,2015
"Punta Gorda, FL Metro Area",55305,849,4942,10275,11911,6921,3325,5317,1543,3297,4349,1522,1054,2015
"Quincy, IL-MO Micro Area",34262,1002,5306,9072,7671,4311,1056,2617,897,584,1117,383,246,2015
"Racine, WI Metro Area",90029,3838,11495,13626,15717,10816,5247,10679,3348,3366,7406,3467,1024,2015
"Raleigh, NC Metro Area",578859,10166,49409,71152,94218,93189,47417,83522,22829,22933,49022,23342,11660,2015
"Rapid City, SD Metro Area",69252,2251,10103,13806,17159,11737,3126,4543,465,1374,2031,1454,1203,2015
"Reading, PA Metro Area",189579,7250,19548,27871,32408,30223,12922,22795,4441,6242,14403,8282,3194,2015
"Redding, CA Metro Area",66421,2727,10115,16362,16006,8783,2749,3669,896,454,1503,1626,1531,2015
"Reno, NV Metro Area",209284,5667,22082,37058,43780,37531,14889,25423,3876,4581,7785,3579,3033,2015
"Richmond, IN Micro Area",27554,1508,4582,6381,5976,3617,1202,1216,537,415,698,1196,226,2015
"Richmond, VA Metro Area",600146,12397,42959,82169,100166,114655,52413,89212,20790,21016,34749,18637,10983,2015
"Richmond-Berea, KY Micro Area",42724,2615,6626,6508,5994,5592,1585,4035,1969,2219,3667,1247,667,2015
"Riverside-San Bernardino-Ontario, CA Metro Area",1734404,34207,136166,218866,251834,238326,92854,224467,37637,64510,143026,176103,116408,2015
"Roanoke, VA Metro Area",137232,3202,11137,16901,26242,22405,7693,25077,3436,4049,7954,6506,2630,2015
"Roanoke Rapids, NC Micro Area",25773,1966,4063,3683,3832,2822,1044,2795,564,611,1757,1405,1231,2015
"Rochester, MN Metro Area",106047,5582,15899,23512,20643,13434,5407,7707,2709,2384,4623,2329,1818,2015
"Rochester, NY Metro Area",488959,16159,57903,81386,86665,85138,38201,58418,12551,12921,19886,13258,6473,2015
"Rockford, IL Metro Area",148956,3610,18155,24226,29959,26534,10770,14759,3058,1883,4614,7721,3667,2015
"Rocky Mount, NC Metro Area",61181,2800,4662,11158,12532,10441,3507,7665,1448,1607,2936,1679,746,2015
"Rome, GA Metro Area",36700,989,2986,5129,12248,5363,1028,4354,488,1036,1542,653,884,2015
"Roseburg, OR Micro Area",35975,2350,6000,7208,6507,5107,1960,3018,55,784,810,1371,805,2015
"Roswell, NM Micro Area",24925,998,3580,7076,4019,2459,699,2167,206,146,1764,357,1454,2015
"Russellville, AR Micro Area",33379,3180,6705,5625,4779,5553,2032,2202,317,707,749,919,611,2015
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",931266,19023,81164,122346,141910,145134,64102,145158,30248,36830,74890,42183,28278,2015
"Saginaw, MI Metro Area",77530,2692,9342,13707,15246,10683,5608,8621,1894,2481,3383,1538,2335,2015
"St. Cloud, MN Metro Area",100081,5855,15678,18285,19065,12389,3908,9256,1827,2454,4525,3672,3167,2015
"St. George, UT Metro Area",58498,3844,9314,16365,10930,8937,2506,2643,475,848,1328,489,819,2015
"St. Joseph, MO-KS Metro Area",58251,2462,11415,12059,14328,6439,2360,3176,534,621,2359,2099,399,2015
"St. Louis, MO-IL Metro Area",1310504,27476,111702,167637,194826,218725,98297,195619,46771,62817,110740,55786,20108,2015
"Salem, OH Micro Area",42975,2699,5584,5765,5134,6545,2315,3662,1542,2214,3948,2537,1030,2015
"Salem, OR Metro Area",170326,4956,22417,26937,28492,26367,10991,18155,3672,4114,11898,9219,3108,2015
"Salinas, CA Metro Area",178200,3118,18252,26769,43101,31744,8988,18810,3590,7352,7407,5140,3929,2015
"Salisbury, MD-DE Metro Area",161252,6059,16351,28218,27285,22879,9565,20687,3388,4645,10858,6456,4861,2015
"Salt Lake City, UT Metro Area",552899,12401,43608,81084,105340,115895,41360,78317,11238,14064,30498,12562,6532,2015
"San Angelo, TX Metro Area",53954,2348,10243,13358,13573,5723,1925,1968,513,718,402,1769,1414,2015
"San Antonio-New Braunfels, TX Metro Area",1027594,15386,77842,121145,164396,184275,70060,170539,32375,37169,83106,49389,21912,2015
"San Diego-Carlsbad, CA Metro Area",1476292,21318,112317,180053,247007,258619,110437,234706,43426,58920,103930,70931,34628,2015
"Sandusky, OH Micro Area",34754,1674,6256,6446,6353,4574,1303,2772,1136,861,1334,1410,635,2015
"San Francisco-Oakland-Hayward, CA Metro Area",2161255,22503,114465,219285,279460,275651,113936,327058,68598,116353,257035,265184,101727,2015
"San Germán, PR Metro Area",28050,321,1901,7134,4523,3794,1636,3665,340,918,1566,1524,728,2015
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",916759,10692,54749,101142,139426,153674,61722,158084,25408,44109,81571,62344,23838,2015
"San Juan-Carolina-Caguas, PR Metro Area",666773,12302,37010,65697,89467,92983,29469,121120,14657,37236,64613,76280,25939,2015
"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",119062,6623,18449,21089,18230,17548,7358,14595,1692,3029,4691,3496,2262,2015
"Santa Cruz-Watsonville, CA Metro Area",118402,2820,13997,18332,20366,15306,5162,13019,3473,3106,10200,8626,3995,2015
"Santa Fe, NM Metro Area",65056,1562,7533,10358,12624,11232,3752,7116,1862,2024,4009,2503,481,2015
"Santa Maria-Santa Barbara, CA Metro Area",197115,8991,29338,46089,37575,27160,4989,14969,3134,5062,9858,6930,3020,2015
"Santa Rosa, CA Metro Area",228321,9148,30220,36049,35667,34474,14348,26466,4688,5897,10955,12250,8159,2015
"Savannah, GA Metro Area",170316,4639,16344,26649,30157,27803,12226,19831,6586,4390,11598,8678,1415,2015
"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",247643,9604,29975,41018,44093,43569,16979,24043,5705,6815,12654,8698,4490,2015
"Searcy, AR Micro Area",30826,1700,5431,6013,4535,2689,1174,3169,104,888,1437,2020,1666,2015
"Seattle-Tacoma-Bellevue, WA Metro Area",1773998,29427,116115,177165,235099,254461,119741,281694,71062,97354,182947,152218,56715,2015
"Sebastian-Vero Beach, FL Metro Area",47781,1190,6038,9784,9002,5402,4205,5459,988,998,2103,1355,1257,2015
"Sebring, FL Metro Area",29584,449,4618,5519,5967,4945,596,4175,448,196,707,836,1128,2015
"Seneca, SC Micro Area",28573,1690,2199,5375,3787,3709,2389,2374,1169,871,1782,2386,842,2015
"Sevierville, TN Micro Area",44567,746,2823,6419,7862,6444,2960,6077,2259,1918,4408,1661,990,2015
"Sioux City, IA-NE-SD Metro Area",78328,4639,13086,15302,17501,10593,3852,5814,825,1367,2615,1502,1232,2015
"Sioux Falls, SD Metro Area",127325,4949,14332,24375,33019,22821,8253,9692,1387,1571,3639,2049,1238,2015
"Somerset, PA Micro Area",29843,1983,3281,4582,4665,4479,1767,3262,662,823,2026,1210,1103,2015
"South Bend-Mishawaka, IN-MI Metro Area",137586,5240,14773,22613,28485,22423,8938,16514,3428,4383,7121,2457,1211,2015
"Spartanburg, SC Metro Area",137887,4639,12890,21256,23911,21578,10345,23632,4565,3321,6455,3462,1833,2015
"Shawnee, OK Micro Area",27831,941,3222,5630,5745,3207,810,2283,446,1035,2746,1331,435,2015
"Sheboygan, WI Metro Area",56602,3963,8614,12904,12178,6965,2725,2871,661,1050,2616,1418,637,2015
"Shelby, NC Micro Area",38266,1661,4726,5692,7262,5207,2771,4132,511,1369,3422,899,614,2015
"Sherman-Denison, TX Metro Area",54440,1568,8952,9732,7793,6458,2224,5119,2020,954,3601,4600,1419,2015
"Show Low, AZ Micro Area",28576,2612,6498,4684,4038,2880,1367,1822,326,690,1564,1443,652,2015
"Shreveport-Bossier City, LA Metro Area",183168,5125,17568,28422,38062,35714,12303,23815,2356,2158,7981,6344,3320,2015
"Sierra Vista-Douglas, AZ Metro Area",41122,3491,6812,7293,6579,6893,835,3401,440,1251,1755,1309,1063,2015
"Spokane-Spokane Valley, WA Metro Area",216168,6780,26496,31639,41481,37269,17468,25383,3237,5265,11922,5411,3817,2015
"Springfield, IL Metro Area",95116,4148,13928,18701,20582,14871,6561,7372,1203,966,1943,3436,1405,2015
"Springfield, MA Metro Area",284987,9404,30434,45016,47071,46749,21137,36818,8143,8793,18662,8727,4033,2015
"Springfield, MO Metro Area",198828,5422,19980,31056,40356,33618,14626,28246,4467,4999,8428,4251,3379,2015
"Springfield, OH Metro Area",57051,2382,7199,9559,9865,8565,3871,5899,2075,1917,3346,1537,836,2015
"State College, PA Metro Area",72285,2461,10356,14721,12525,12531,3965,6951,1851,1578,2750,1434,1162,2015
"Statesboro, GA Micro Area",30280,2834,5322,6108,5112,3104,726,1852,329,680,1652,2116,445,2015
"Staunton-Waynesboro, VA Metro Area",52304,1605,7370,7570,6253,10993,4915,5613,1391,1696,2468,1541,889,2015
"Stevens Point, WI Micro Area",35896,1443,6995,7730,6450,4698,1602,2093,929,586,1816,1042,512,2015
"Stillwater, OK Micro Area",34479,2940,7533,8587,5934,3191,843,2269,176,144,1399,1149,314,2015
"Stockton-Lodi, CA Metro Area",271229,7189,26472,38694,43590,32343,17502,27073,5153,7708,18242,25532,21731,2015
"Sumter, SC Metro Area",43784,2282,3920,10798,8874,5545,1361,4281,743,450,2264,2240,1026,2015
"Sunbury, PA Micro Area",38662,1429,4869,6234,6068,6043,2154,3832,956,1337,2263,2248,1229,2015
"Syracuse, NY Metro Area",293371,11679,33776,49778,54386,56551,19280,28327,7182,6963,12041,8467,4941,2015
"Talladega-Sylacauga, AL Micro Area",31921,2060,3232,4792,4880,4085,2277,3090,212,475,3221,2175,1422,2015
"Tallahassee, FL Metro Area",165496,5408,14000,24954,34048,29070,8550,22166,4709,5801,8534,4386,3870,2015
"Tampa-St. Petersburg-Clearwater, FL Metro Area",1246197,25024,101068,156978,189228,198828,79590,180135,39698,50544,119963,76725,28416,2015
"Terre Haute, IN Metro Area",69207,2237,9250,11451,12951,10401,3986,6823,1262,1876,4242,2713,2015,2015
"Texarkana, TX-AR Metro Area",55431,2761,8859,14011,10810,7400,1334,4354,533,453,2707,983,1226,2015
"The Villages, FL Metro Area",21342,404,2998,4464,5500,1905,701,1910,351,381,1002,1164,562,2015
"Toledo, OH Metro Area",272857,9596,35128,42735,49741,50333,22832,30036,5429,6281,9816,6964,3966,2015
"Topeka, KS Metro Area",104919,4714,13108,20753,23867,14506,6144,9059,2117,2165,3948,3326,1212,2015
"Torrington, CT Micro Area",90178,3545,8639,12391,10398,12121,6821,9832,3449,4514,8219,6674,3575,2015
"Traverse City, MI Micro Area",67403,2763,8031,12237,13079,9423,3978,8628,1024,1572,3254,2342,1072,2015
"Trenton, NJ Metro Area",168484,5051,15066,22883,33514,30039,8753,14540,1660,6414,8926,11460,10178,2015
"Truckee-Grass Valley, CA Micro Area",36508,2057,6573,6590,5837,3412,2158,2622,891,1055,1740,1695,1878,2015
"Tucson, AZ Metro Area",404359,8666,36809,53813,64287,68472,32015,63231,13102,14088,27473,15416,6987,2015
"Tullahoma-Manchester, TN Micro Area",41975,1756,5726,7282,5657,5497,2762,5848,967,795,2165,2325,1195,2015
"Tulsa, OK Metro Area",440674,12530,50099,67549,83297,82371,31767,58044,10886,10032,19099,10133,4867,2015
"Tupelo, MS Micro Area",59293,1314,6294,9444,11389,11410,5151,7734,1370,781,1866,2084,456,2015
"Tuscaloosa, AL Metro Area",93808,1941,6654,13893,16399,20285,8692,11474,2073,3020,4427,3745,1205,2015
"Twin Falls, ID Micro Area",46567,3684,11132,10483,7249,4724,2226,4027,153,324,1169,425,971,2015
"Tyler, TX Metro Area",94991,2421,10360,11338,12937,19378,6472,18758,2603,1054,5723,2261,1686,2015
"Ukiah, CA Micro Area",31957,2275,6797,6201,6204,3224,886,2325,122,404,879,1208,1432,2015
"Urban Honolulu, HI Metro Area",485026,9313,35179,52951,66091,71965,22740,86922,12608,22062,45749,45979,13467,2015
"Utica-Rome, NY Metro Area",120311,5989,17860,22829,20724,18795,6766,10789,2019,3424,4962,3726,2428,2015
"Valdosta, GA Metro Area",54968,1686,6308,10507,12718,9780,3236,5820,764,484,2114,318,1233,2015
"Vallejo-Fairfield, CA Metro Area",184238,3584,17969,28553,24771,18230,8536,19934,6509,7484,17959,19626,11083,2015
"Victoria, TX Metro Area",42503,1780,5972,10884,8226,5092,2400,2006,682,595,2846,1277,743,2015
"Vineland-Bridgeton, NJ Metro Area",62843,1352,5585,13752,10132,7303,6042,8021,1348,1768,3771,3010,759,2015
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",814436,18744,64286,105975,140031,139003,65794,120424,27830,28069,58940,31508,13832,2015
"Visalia-Porterville, CA Metro Area",159691,4067,21895,24592,25271,22792,8384,20686,2607,6010,10179,7890,5318,2015
"Waco, TX Metro Area",110867,3350,12491,20713,27781,18312,5094,11790,2013,2024,3568,2036,1695,2015
"Walla Walla, WA Metro Area",25816,2313,7207,6950,4109,1170,695,1408,77,444,209,1028,206,2015
"Warner Robins, GA Metro Area",80514,1768,8642,12494,17865,11021,6994,13679,2319,1925,2079,423,1305,2015
"Kalamazoo-Portage, MI Metro Area",155980,5775,18971,28550,29838,24649,10866,15140,5022,3509,5645,5238,2777,2015
"Kalispell, MT Micro Area",40314,1826,5976,8431,6236,5566,2527,5634,466,540,1946,662,504,2015
"Kankakee, IL Metro Area",46080,2466,8719,7083,6634,6295,1247,3420,934,2041,1801,2863,2577,2015
"Kansas City, MO-KS Metro Area",982063,23496,102834,140821,160187,168011,76921,146548,30619,33735,63444,26442,9005,2015
"Kapaa, HI Micro Area",34000,859,3392,5324,5719,3743,1615,7581,579,596,2992,1227,373,2015
"Keene, NH Micro Area",34980,1196,6337,5939,4570,5599,2114,3230,409,707,2193,1832,854,2015
"Kennewick-Richland, WA Metro Area",116294,3304,14823,21924,25299,18108,5018,10091,1835,4127,5974,4391,1400,2015
"Key West, FL Micro Area",38641,2676,6219,10006,5755,5122,1379,3026,717,636,1683,977,445,2015
"Killeen-Temple, TX Metro Area",181010,6827,27722,34346,36969,24998,8652,17005,2743,4324,7780,5636,4008,2015
"Kingsport-Bristol-Bristol, TN-VA Metro Area",122831,3749,11820,21376,21939,20748,8091,15162,3494,3472,7845,3622,1513,2015
"Kingston, NY Metro Area",79189,3716,7421,11571,9489,11397,4396,10403,1548,3185,7549,4669,3845,2015
"Klamath Falls, OR Micro Area",24339,1653,5067,6614,4459,2474,982,663,280,187,1067,785,108,2015
"Knoxville, TN Metro Area",374499,7925,34246,52752,62822,66426,30966,56416,10200,11319,24788,10858,5781,2015
"Laredo, TX Metro Area",101909,2270,11266,20131,23009,15674,5418,12707,1121,1788,4660,1921,1944,2015
"Las Cruces, NM Metro Area",86171,2621,10641,14552,21233,14129,4457,8094,1010,1571,3486,2730,1647,2015
"Las Vegas-Henderson-Paradise, NV Metro Area",928420,11412,52839,100496,156002,191055,87449,187724,23049,31307,44222,24914,17951,2015
"Laurel, MS Micro Area",32105,728,2138,5642,8835,4860,890,4276,949,578,1404,1169,636,2015
"Lawrence, KS Metro Area",60089,2700,9856,15248,10834,3262,2306,4474,1145,2436,5496,2105,227,2015
"Kokomo, IN Metro Area",34308,1847,7057,8031,5176,3599,1198,2079,172,213,2472,1846,618,2015
"La Crosse-Onalaska, WI-MN Metro Area",70000,3655,9972,14629,12118,13727,4901,3231,1455,1553,3177,882,700,2015
"Lafayette, LA Metro Area",215721,10444,25677,35079,34824,34488,11226,30210,3678,4461,8471,8395,8768,2015
"Lafayette-West Lafayette, IN Metro Area",103555,2819,15731,22372,23650,17788,4319,5951,1345,2227,4000,2527,826,2015
"LaGrange, GA Micro Area",26286,1081,2010,4256,4322,5312,921,2679,595,845,1824,1539,902,2015
"Lake Charles, LA Metro Area",90338,4194,12457,13881,21741,14344,6263,7953,1791,595,2576,2174,2369,2015
"Lake City, FL Micro Area",25033,436,3766,3329,3924,4314,2660,1289,258,989,2503,903,662,2015
"Lake Havasu City-Kingman, AZ Metro Area",67464,2576,15668,15737,12558,5812,2991,3314,718,1271,2939,2175,1705,2015
"Lakeland-Winter Haven, FL Metro Area",243899,5208,17471,33798,47091,43475,12631,32616,7147,7570,20110,13066,3716,2015
"Lancaster, PA Metro Area",247385,8725,30678,40941,39350,39203,16231,28773,7870,5974,15633,9594,4413,2015
"Lansing-East Lansing, MI Metro Area",215001,6247,23787,38350,46532,35813,15701,21881,4461,3911,8666,6377,3275,2015
"Lawton, OK Metro Area",55698,2419,10182,12536,13464,8452,2147,3061,1074,355,891,849,268,2015
"Lebanon, PA Metro Area",62313,2871,7771,10829,10259,8095,2812,7374,1926,2304,3979,2575,1518,2015
"Lewiston, ID-WA Metro Area",26016,2226,4804,7588,4892,2469,861,860,31,456,885,554,390,2015
"Lewiston-Auburn, ME Metro Area",51403,2162,6073,8935,8484,5507,2978,4244,2436,1966,5745,1820,1053,2015
"Lexington-Fayette, KY Metro Area",235273,7782,26528,33755,44213,43163,15839,31419,6802,5046,11323,5424,3979,2015
"Lima, OH Metro Area",48217,2276,6293,9840,10430,7684,2859,3394,976,571,1891,1325,678,2015
"Lincoln, NE Metro Area",169187,5861,23920,32713,40713,27758,10986,13179,2135,2342,5129,3127,1324,2015
"Little Rock-North Little Rock-Conway, AR Metro Area",324841,10642,30551,49829,54894,55221,21276,46042,8113,11435,21219,10986,4633,2015
"Logan, UT-ID Metro Area",58495,3825,14254,14286,8594,5011,1541,2944,888,689,2861,1918,1684,2015
"London, KY Micro Area",44248,1394,5886,8734,10697,5951,1543,4806,913,250,1140,1874,1060,2015
