Metro Area,Total,Less than 5 minutes,5 to 9 minutes,10 to 14 minutes,15 to 19 minutes,20 to 24 minutes,25 to 29 minutes,30 to 34 minutes,35 to 39 minutes,40 to 44 minutes,45 to 59 minutes,60 to 89 minutes,90 or more minutes,Year
"Killeen-Temple-Fort Hood, TX Metro Area",178828,7269,21833,40828,38074,26942,9326,13911,3198,2574,7133,5466,2274,2010
"Kingsport-Bristol-Bristol, TN-VA Metro Area",119185,4484,12969,19589,22656,20273,8095,14064,3632,2647,5794,2569,2413,2010
"Kingston, NY Metro Area",75275,3737,7717,11451,12745,8783,5454,8489,2440,2366,4307,4509,3277,2010
"Klamath Falls, OR Micro Area",24637,1513,3872,5532,5474,3448,1075,1640,486,125,513,779,180,2010
"Knoxville, TN Metro Area",298869,6138,25854,48302,57918,54158,21787,41901,6562,9218,16449,6332,4250,2010
"Kokomo, IN Metro Area",39724,2352,7298,10601,7077,3393,632,2302,242,886,2473,1415,1053,2010
"La Crosse, WI-MN Metro Area",65677,3774,8969,12810,13786,11086,2980,4951,870,1110,3101,926,1314,2010
"Lafayette, IN Metro Area",91581,3366,16397,20088,19367,12442,5304,6984,1576,1078,2334,2097,548,2010
"Lafayette, LA Metro Area",123595,3301,11290,22083,24976,22846,5609,16823,2462,2419,5967,2425,3394,2010
"LaGrange, GA Micro Area",24965,555,2925,5159,5308,4726,1800,1487,848,214,988,676,279,2010
"Lake Charles, LA Metro Area",81954,2405,9154,16498,19456,15172,4164,6752,605,697,2799,2832,1420,2010
"Lake City, FL Micro Area",23319,925,2687,4594,3502,4266,1769,1805,165,1031,1430,863,282,2010
"Lake Havasu City-Kingman, AZ Metro Area",69277,3053,10111,15056,17191,9830,3385,4021,909,1248,1201,2465,807,2010
"Lakeland-Winter Haven, FL Metro Area",224984,5287,19437,32537,39607,35486,14031,26848,5326,8083,21648,12758,3936,2010
"Lancaster, PA Metro Area",232359,10587,30886,40341,39795,37624,12884,24448,5461,5674,10924,8267,5468,2010
"Lancaster, SC Micro Area",27764,485,3009,3854,4072,4483,1315,2683,751,620,2677,3140,675,2010
"Lansing-East Lansing, MI Metro Area",199447,6745,22199,33882,41117,36895,12421,22016,4231,3697,6574,6869,2801,2010
"Laredo, TX Metro Area",92181,2061,9301,15810,19829,15316,3928,14569,1151,2966,3860,2275,1115,2010
"Las Cruces, NM Metro Area",80548,2863,9256,16844,16059,13415,4601,7185,694,2595,4602,1934,500,2010
"Las Vegas-Paradise, NV Metro Area",835707,16040,58643,104531,138318,183187,66904,147546,22408,26317,37896,18052,15865,2010
"Laurel, MS Micro Area",30251,1690,3841,4267,5248,4239,1086,3862,772,831,2125,1094,1196,2010
"Lawrence, KS Metro Area",55632,3391,9045,12416,9600,5843,2456,3794,1120,1564,5008,894,501,2010
"Lawton, OK Metro Area",52575,2960,7391,12677,12330,8905,1870,3435,406,842,717,578,464,2010
"Lebanon, NH-VT Micro Area",81408,3591,9527,14303,13211,10034,5141,11091,1774,1937,5440,3909,1450,2010
"Lebanon, PA Metro Area",59172,2734,7044,8839,8809,8376,4911,6233,1903,3033,4935,1353,1002,2010
"Lewiston, ID-WA Metro Area",26320,1909,5527,6470,6334,2127,530,861,146,754,742,434,486,2010
"Lewiston-Auburn, ME Metro Area",48272,1694,7483,6986,8311,6161,3326,4432,1112,2299,3810,1975,683,2010
"Lexington-Fayette, KY Metro Area",220955,8425,26289,34618,46725,41957,12966,27359,3533,4753,8626,3670,2034,2010
"Lexington Park, MD Micro Area",51707,873,4550,7883,8467,8939,2983,5652,1476,912,2984,4216,2772,2010
"Lima, OH Metro Area",42502,2914,4644,8134,8856,8144,2616,3007,900,596,1200,837,654,2010
"Lincoln, NE Metro Area",149374,5983,20180,29049,34318,25731,7956,13744,1693,1911,3914,3220,1675,2010
"Lincolnton, NC Micro Area",31095,835,2646,3875,4000,2516,1265,5530,1272,2422,3950,1985,799,2010
"Little Rock-North Little Rock-Conway, AR Metro Area",314522,10025,33155,48054,59987,53103,23229,41989,9183,9163,15332,7712,3590,2010
"Logan, UT-ID Metro Area",54683,3331,11165,14061,8747,7311,1691,3174,848,335,1695,1258,1067,2010
"Longview, TX Metro Area",85771,2621,13502,12901,14530,12632,5555,8684,2620,2345,4057,3532,2792,2010
"Longview, WA Metro Area",35584,1482,5050,5976,6298,4544,1492,2016,1344,973,2465,2551,1393,2010
"Los Angeles-Long Beach-Santa Ana, CA Metro Area",5392512,80026,375728,664109,789907,825003,294345,920529,152799,243118,483800,417837,145311,2010
"Louisville/Jefferson County, KY-IN Metro Area",561627,13464,42495,77019,97185,106473,46002,88570,17346,17038,32917,12393,10725,2010
"Lubbock, TX Metro Area",127509,5468,18641,32102,36160,16596,3849,7591,857,980,2235,1016,2014,2010
"Lufkin, TX Micro Area",30260,2108,5387,7041,4275,3106,1086,3200,633,601,1201,616,1006,2010
"Lumberton, NC Micro Area",42957,1789,3827,8072,7681,9028,1539,4740,911,512,1635,2279,944,2010
"Lynchburg, VA Metro Area",106572,2642,15747,19409,18473,14797,7607,11377,2102,4377,6318,2190,1533,2010
"Macon, GA Metro Area",83665,2605,6070,12720,16295,15368,5339,12394,2417,1700,4223,2303,2231,2010
"Madera-Chowchilla, CA Metro Area",39213,975,4721,7624,4824,4876,1763,4828,1118,2570,2662,1899,1353,2010
"Madison, WI Metro Area",294176,10907,34193,49690,53622,52548,21578,35062,6641,6950,12032,5913,5040,2010
"Manchester-Nashua, NH Metro Area",191286,4938,16065,30964,29197,26242,11389,23484,6849,9309,13543,13832,5474,2010
"Manhattan, KS Metro Area",59568,2610,9106,15315,8894,11726,2302,5931,511,864,1315,515,479,2010
"Manitowoc, WI Micro Area",38228,3122,7015,7832,5320,5025,1280,3286,979,770,1589,802,1208,2010
"Mankato-North Mankato, MN Metro Area",48589,3219,10248,12445,10077,5204,1510,2471,234,486,715,994,986,2010
"Mansfield, OH Metro Area",48542,2092,6509,8730,12540,6591,2551,3396,637,1227,1193,2006,1070,2010
"Marinette, WI-MI Micro Area",27286,2080,4520,6108,3565,2660,1010,2579,283,539,1420,1583,939,2010
"Marion, IN Micro Area",27195,904,4476,6033,5500,4173,1342,1115,88,663,1293,862,746,2010
"Marion, OH Micro Area",27576,3339,4398,4932,5551,2171,758,2225,326,324,1868,1356,328,2010
"Marion-Herrin, IL Micro Area",26719,1167,3294,5149,5425,3358,1193,3333,1016,855,797,930,202,2010
"Marquette, MI Micro Area",29167,1868,5497,6134,4091,4633,1671,2641,413,408,748,520,543,2010
"Marshall, TX Micro Area",26397,1789,2167,3954,5096,3839,1475,2558,267,912,2125,1370,845,2010
"Marshfield-Wisconsin Rapids, WI Micro Area",32899,1540,7192,8726,5239,3243,1565,1797,827,321,1037,756,656,2010
"Martinsville, VA Micro Area",22737,662,3267,4079,4504,3831,858,1698,772,822,1050,990,204,2010
"Mayag?ez, PR Metro Area",25323,467,1353,7098,3738,6203,699,3164,577,331,1258,256,179,2010
"McAllen-Edinburg-Mission, TX Metro Area",262598,8573,30791,42014,58358,44640,15705,38988,3419,4982,6101,4793,4234,2010
"Meadville, PA Micro Area",35076,2441,5214,5358,5715,5392,2102,3153,786,826,1877,1192,1020,2010
"Medford, OR Metro Area",76147,3262,13830,14455,15779,11779,3458,6176,898,1737,2961,551,1261,2010
"Memphis, TN-MS-AR Metro Area",549560,13144,48526,70662,87966,98024,39336,96573,18224,19087,38453,14719,4846,2010
"Merced, CA Metro Area",88755,3934,12047,18229,15899,10895,2284,7467,842,1615,4592,4773,6178,2010
"Meridian, MS Micro Area",38567,1207,5927,4976,8921,5739,2389,4919,873,370,1264,1317,665,2010
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2327054,39508,146387,273917,327529,391047,154282,432197,82920,101303,198898,135735,43331,2010
"Michigan City-La Porte, IN Metro Area",44123,1735,6940,8468,6352,5009,3045,3899,1130,1416,3303,1850,976,2010
"Midland, MI Micro Area",34565,1394,4774,6472,7099,4618,2208,3363,862,798,1960,463,554,2010
"Midland, TX Metro Area",62650,1665,10038,15669,15735,8187,2219,4337,384,1280,1386,322,1428,2010
"Milwaukee-Waukesha-West Allis, WI Metro Area",708788,20142,70768,106933,120684,127667,58243,99423,20686,23653,36768,14905,8916,2010
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",1585973,35777,141831,205717,244497,262210,128958,237054,54981,72626,121028,60804,20490,2010
"Minot, ND Micro Area",35669,2851,8122,8838,6311,3434,1002,2790,200,387,721,585,428,2010
"Missoula, MT Metro Area",52719,1980,9175,14305,11094,6857,1969,3690,667,250,757,745,1230,2010
"Mobile, AL Metro Area",162973,3788,12801,22668,29889,31251,10832,25063,3815,4646,10348,5286,2586,2010
"Modesto, CA Metro Area",184231,6921,22721,28602,32027,23367,11171,22067,3539,4972,9994,8092,10758,2010
"Monroe, LA Metro Area",74437,1494,11032,17497,13978,10985,4021,7183,713,1173,2284,2646,1431,2010
"Monroe, MI Metro Area",62954,2493,7277,7839,9603,9210,4481,7135,2586,3098,5981,2285,966,2010
"Montgomery, AL Metro Area",156195,3220,14532,19798,32352,27692,12591,21962,3768,4603,8758,4139,2780,2010
"Morehead City, NC Micro Area",30850,1335,2566,5411,5949,4671,1590,3845,821,990,2267,1102,303,2010
"Morgantown, WV Metro Area",58889,2484,6633,11787,9751,9012,3419,6224,1032,1382,3211,2642,1312,2010
"Morristown, TN Metro Area",53764,2003,8371,6279,9975,7750,2145,5110,1819,1581,4906,3121,704,2010
"Moses Lake, WA Micro Area",33283,3591,7627,7064,4217,3240,953,3812,222,854,796,569,338,2010
"Mount Airy, NC Micro Area",30311,1919,3903,3657,3695,4131,1500,3330,930,410,3259,2329,1248,2010
"Mount Pleasant, MI Micro Area",29450,2434,6218,7473,4704,2283,1149,2517,235,250,896,694,597,2010
"Mount Vernon-Anacortes, WA Metro Area",47310,2416,5727,5026,8050,5422,2413,5821,1231,2564,3667,3668,1305,2010
"Muncie, IN Metro Area",47516,2974,8763,10325,8968,6440,2348,2591,807,403,1411,1725,761,2010
"Muskegon-Norton Shores, MI Metro Area",61145,2379,7376,12501,12561,9368,3147,5489,1389,1911,2844,1408,772,2010
"Muskogee, OK Micro Area",26482,1368,5502,5894,3796,1851,1525,2844,382,806,1039,1093,382,2010
"Myrtle Beach-North Myrtle Beach-Conway, SC Metro Area",112765,3974,13139,21632,19749,18508,7869,14204,1694,2567,5273,2936,1220,2010
"Napa, CA Metro Area",58144,1814,9314,12519,7914,4728,1887,7127,1658,1399,3408,4656,1720,2010
"Naples-Marco Island, FL Metro Area",114110,2223,8684,17481,21212,22810,6248,16805,2428,2488,6439,4416,2876,2010
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",687132,16830,51330,87440,98947,112605,50729,106316,23688,30927,68105,29367,10848,2010
"New Bern, NC Micro Area",52211,3067,7557,9643,8424,8206,2100,5771,1318,1426,2261,1628,810,2010
"New Castle, PA Micro Area",36614,1490,5440,7074,5545,3762,2334,3556,1208,912,2577,1934,782,2010
"New Haven-Milford, CT Metro Area",397189,12045,39737,62911,64935,63150,27901,52169,10819,13275,23682,16708,9857,2010
"New Iberia, LA Micro Area",29890,1558,3135,7664,5324,5003,1135,2817,540,169,801,942,802,2010
"New Orleans-Metairie-Kenner, LA Metro Area",509226,10521,41206,74021,88798,83849,28556,75874,11005,12915,39311,30992,12178,2010
"New Philadelphia-Dover, OH Micro Area",39027,2432,6027,6614,6143,6190,1966,3582,1127,1014,2481,834,617,2010
"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",8249679,143014,509844,802839,863718,987841,402744,1250212,239805,448536,984247,1145454,471425,2010
"Niles-Benton Harbor, MI Metro Area",63664,2642,7951,13244,12835,10312,5815,3904,1356,1177,2034,1273,1121,2010
"North Port-Bradenton-Sarasota, FL Metro Area",254138,6516,24797,42516,45854,45895,16037,33075,6897,6684,12046,9549,4272,2010
"North Wilkesboro, NC Micro Area",25284,974,2972,3503,6369,4335,1543,1865,1138,180,886,1362,157,2010
"Norwich-New London, CT Metro Area",132559,4898,17906,21226,21929,21691,8098,14988,2669,4116,6198,6782,2058,2010
"Oak Harbor, WA Micro Area",33196,2715,4908,6928,5822,2823,715,1845,599,1201,1945,1424,2271,2010
"Ocala, FL Metro Area",104745,3367,8768,14079,18513,17383,8666,15461,4001,2147,7248,2437,2675,2010
"Ocean City, NJ Metro Area",41493,3492,5097,8417,7484,4837,2521,3397,594,1103,2099,1471,981,2010
"Odessa, TX Metro Area",59597,2444,10127,13515,13527,7845,1201,4450,477,1438,1616,1462,1495,2010
"Ogden-Clearfield, UT Metro Area",235708,8103,31045,37651,40097,42993,13359,26414,5129,5450,14661,7815,2991,2010
"Ogdensburg-Massena, NY Micro Area",42667,4606,7841,6309,7028,4987,1954,4160,896,870,2622,446,948,2010
"Oklahoma City, OK Metro Area",559144,16849,68014,78917,109743,99510,38097,76651,11482,15080,26201,10877,7723,2010
"Olean, NY Micro Area",32115,3507,6076,5403,3712,3223,1484,2736,413,909,2430,1484,738,2010
"Olympia, WA Metro Area",108473,2387,8749,17599,19819,16813,6943,12781,2746,3826,6216,5798,4796,2010
"Omaha-Council Bluffs, NE-IA Metro Area",428027,15451,47725,71456,87757,85367,34436,48162,8156,7066,11574,6927,3950,2010
"Opelousas-Eunice, LA Micro Area",29789,1749,3989,4597,3742,3798,1664,4155,636,684,2199,1570,1006,2010
"Orangeburg, SC Micro Area",29959,1609,3872,5057,4998,3751,791,3192,1514,588,1658,2536,393,2010
"Orlando-Kissimmee-Sanford, FL Metro Area",921988,13393,60775,111868,146597,150807,67799,159306,33371,38127,86147,38114,15684,2010
"Oshkosh-Neenah, WI Metro Area",81694,3238,12013,19613,16027,13588,4554,6710,1530,658,1522,993,1248,2010
"Ottawa-Streator, IL Micro Area",68841,5077,13751,11846,8964,7215,3018,6663,1510,1948,3960,2788,2101,2010
"Owensboro, KY Metro Area",48275,1883,5269,12656,10461,5772,2354,4141,819,752,2576,898,694,2010
"Owosso, MI Micro Area",29593,1673,2975,4018,2866,3549,1961,4223,1422,1111,2994,1827,974,2010
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",358344,8249,43991,57004,61621,54783,19995,44117,7386,10991,22843,18387,8977,2010
"Paducah, KY-IL Micro Area",39005,1377,5940,8808,8222,4690,2668,3745,646,613,1260,654,382,2010
"Palatka, FL Micro Area",23671,1142,3858,3694,2214,2127,1292,2084,568,378,2642,2949,723,2010
"Palm Bay-Melbourne-Titusville, FL Metro Area",214165,4676,20873,35514,36139,36721,14917,29621,5182,6148,13287,6013,5074,2010
"Palm Coast, FL Metro Area",29964,579,3682,3745,4207,4065,1274,4653,1966,1791,1575,1670,757,2010
"Panama City-Lynn Haven-Panama City Beach, FL Metro Area",73811,1907,8698,11554,12702,12182,4734,10529,2196,2255,3802,1991,1261,2010
"Parkersburg-Marietta-Vienna, WV-OH Metro Area",62888,2004,7563,11703,12189,9540,4628,7791,720,1150,2159,2407,1034,2010
"Pascagoula, MS Metro Area",64179,1731,5727,9188,9037,9665,4277,10602,1478,1059,6460,3969,986,2010
"Pendleton-Hermiston, OR Micro Area",34003,2515,7008,7341,5609,3615,1991,2480,199,996,930,1131,188,2010
"Pensacola-Ferry Pass-Brent, FL Metro Area",173362,4079,19045,29757,32187,27249,11861,21535,4195,5317,8814,6336,2987,2010
"Peoria, IL Metro Area",163374,7224,19826,29161,29390,30592,12200,17328,4264,2923,5396,2604,2466,2010
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",2621007,58214,209181,318235,361811,364906,163884,386010,89285,125492,272627,195236,76126,2010
"Phoenix-Mesa-Glendale, AZ Metro Area",1671473,34271,137819,208432,247447,256381,118345,292384,54770,82793,138968,75238,24625,2010
"Pine Bluff, AR Metro Area",36667,1287,3770,8196,6888,5006,1610,4297,1037,959,2259,957,401,2010
"Pittsburgh, PA Metro Area",1041694,35848,104527,138987,149750,153455,65786,140980,34861,47456,91522,57805,20717,2010
"Pittsfield, MA Metro Area",58780,4458,10543,13378,8102,6621,2186,4791,1172,1558,3122,2061,788,2010
"Plattsburgh, NY Micro Area",33179,2408,5499,6955,5092,4855,1872,3852,459,487,446,937,317,2010
"Pocatello, ID Metro Area",37301,2289,6857,11289,6270,2955,857,1593,383,725,1574,1000,1509,2010
"Ponce, PR Metro Area",66681,1376,8171,9505,13638,10150,2149,10007,1066,2031,3067,3629,1892,2010
"Port Angeles, WA Micro Area",23679,1334,4457,4577,3204,2944,751,3160,560,448,753,335,1156,2010
"Portland-South Portland-Biddeford, ME Metro Area",247300,9297,29116,37942,35025,38010,14802,30768,7988,10800,17699,11047,4806,2010
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",949485,27074,79510,130951,140006,158126,71133,146177,32534,37035,71060,40542,15337,2010
"Port St. Lucie, FL Metro Area",153810,4225,13335,20321,24014,22667,11427,24204,5113,4414,11700,7178,5212,2010
"Portsmouth, OH Micro Area",25979,2293,2545,3636,3267,5170,2140,2589,469,997,1404,647,822,2010
"Pottsville, PA Micro Area",60381,3364,6858,7475,8802,7873,4123,6247,1621,2638,5492,4857,1031,2010
"Poughkeepsie-Newburgh-Middletown, NY Metro Area",288400,11015,27850,37493,37667,33977,14082,30825,8083,9443,29036,27533,21396,2010
"Prescott, AZ Metro Area",71099,3694,11289,11368,10624,10017,4249,9162,1288,2131,3662,1619,1996,2010
"Providence-New Bedford-Fall River, RI-MA Metro Area",705255,25133,78927,118814,113425,101120,44040,80181,20313,25107,44258,37850,16087,2010
"Provo-Orem, UT Metro Area",200484,10005,31185,36070,35432,27919,12143,16989,5025,4989,11374,6626,2727,2010
"Pueblo, CO Metro Area",61701,2642,9683,12466,14613,9408,2248,3218,739,903,2993,1436,1352,2010
"Punta Gorda, FL Metro Area",47739,1019,4944,6286,10620,6609,1930,6482,1894,1484,3815,1798,858,2010
"Quincy, IL-MO Micro Area",33858,1925,6614,8301,6828,3021,1186,2714,524,469,1098,640,538,2010
"Racine, WI Metro Area",85371,3336,11593,14186,14353,10163,4395,9027,3383,3376,8228,2432,899,2010
"Raleigh-Cary, NC Metro Area",512153,11122,40399,61472,82230,94514,39546,84154,17424,19714,34017,19717,7844,2010
"Rapid City, SD Metro Area",60077,3715,9347,11688,13845,10482,3055,4125,467,621,1136,565,1031,2010
"Reading, PA Metro Area",182843,4444,18930,29067,32845,30998,12034,16150,5385,5671,12514,11361,3444,2010
"Redding, CA Metro Area",58215,1842,9341,12861,14447,8601,1837,4167,536,516,1011,1496,1560,2010
"Reno-Sparks, NV Metro Area",180915,5596,20603,30110,37808,38485,9352,17734,3448,4281,7740,3099,2659,2010
"Richmond, IN Micro Area",26484,1220,3788,6130,5097,3371,1560,1391,423,470,1217,1223,594,2010
"Richmond, VA Metro Area",561469,10513,45063,74143,96441,105207,48087,86889,18133,16383,31641,16310,12659,2010
"Richmond-Berea, KY Micro Area",45113,1649,6288,7395,7037,5274,2596,6528,1661,808,2449,2030,1398,2010
"Riverside-San Bernardino-Ontario, CA Metro Area",1553153,42666,144897,210173,218845,198975,70807,199270,32369,53540,136442,151884,93285,2010
"Roanoke, VA Metro Area",134843,4859,13586,21111,26309,26320,10389,14557,2226,2814,5553,5241,1878,2010
"Roanoke Rapids, NC Micro Area",26806,1968,3718,2867,4988,2992,1440,4561,1002,471,1211,976,612,2010
"Rochester, MN Metro Area",92710,3722,13980,19718,20874,14763,5407,6342,689,1310,3016,1590,1299,2010
"Rochester, NY Metro Area",466177,17124,53010,78000,87835,83595,34622,53027,14019,11262,18880,10183,4620,2010
"Rockford, IL Metro Area",142945,4089,14986,23175,26627,26651,10850,14196,2583,3002,6240,6958,3588,2010
"Rocky Mount, NC Metro Area",60714,1579,7333,11206,11488,8425,3644,7225,1609,1263,2785,3386,771,2010
"Rome, GA Metro Area",36502,1610,3800,6023,8306,6635,1413,3253,708,1007,1561,1054,1132,2010
"Roseburg, OR Micro Area",35286,1816,6297,5947,5495,6054,1479,3818,146,823,1127,1512,772,2010
"Roswell, NM Micro Area",26387,2046,4945,6202,5248,2436,315,1945,433,261,1521,237,798,2010
"Russellville, AR Micro Area",36040,2655,5353,9105,6096,3396,1490,3117,1272,598,1516,638,804,2010
"Sacramento--Arden-Arcade--Roseville, CA Metro Area",842426,26153,76402,123630,128019,126768,57491,119832,24442,34306,58119,40340,26924,2010
"Saginaw-Saginaw Township North, MI Metro Area",75678,3180,9060,16010,12698,10144,4748,8475,1876,1518,3673,2512,1784,2010
"St. Cloud, MN Metro Area",89587,5611,14758,18481,16880,11604,4331,6629,1612,1687,2679,2509,2806,2010
"St. George, UT Metro Area",49190,3375,9130,13351,8242,6289,2465,3395,300,584,633,597,829,2010
"St. Joseph, MO-KS Metro Area",54568,3885,8952,14246,11358,5616,1670,2656,758,1098,1513,2386,430,2010
"St. Louis, MO-IL Metro Area",1256594,35223,119613,166086,197922,192329,92376,190715,41549,58002,94029,49714,19036,2010
"Salem, OR Metro Area",151775,6927,21699,22199,25637,25255,10673,16326,3317,4327,7363,5523,2529,2010
"Salinas, CA Metro Area",168597,3092,20472,28558,34236,30583,8351,19723,3448,4529,7164,6041,2400,2010
"Salisbury, MD Metro Area",53452,2100,5784,10156,11782,6448,2053,5596,940,1386,3735,2215,1257,2010
"Salisbury, NC Micro Area",54244,1404,5929,10012,10706,8196,3784,5325,974,1019,3417,3105,373,2010
"Salt Lake City, UT Metro Area",501620,12140,45115,74183,99384,95809,31805,75135,11707,13655,23483,12714,6490,2010
"San Angelo, TX Metro Area",50362,3744,8929,14000,11230,4245,1696,2835,497,340,427,649,1770,2010
"San Antonio-New Braunfels, TX Metro Area",933859,24053,74879,118082,159050,154601,69776,153187,25646,36684,67752,36083,14066,2010
"San Diego-Carlsbad-San Marcos, CA Metro Area",1307266,28411,109690,187423,222330,238230,97590,195839,33188,47301,73740,47749,25775,2010
"Sandusky, OH Metro Area",33380,1636,3939,7398,6772,4687,2127,3008,739,253,881,1271,669,2010
"San Francisco-Oakland-Fremont, CA Metro Area",1923369,30917,128812,233864,277327,262071,113773,312607,62218,94940,198822,163938,44080,2010
"San Germ?n-Cabo Rojo, PR Metro Area",29276,736,2030,2652,4421,6574,705,5441,733,2114,1525,1581,764,2010
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",792972,11738,59533,105855,144599,144269,57325,122828,20544,29186,49181,37201,10713,2010
"San Juan-Caguas-Guaynabo, PR Metro Area",749305,14365,46299,74363,114929,98935,35261,134087,14980,38658,66334,82095,28999,2010
"San Luis Obispo-Paso Robles, CA Metro Area",108663,5560,20007,19933,17466,16284,4937,9406,1745,2546,6380,1920,2479,2010
"Santa Barbara-Santa Maria-Goleta, CA Metro Area",172147,8268,30318,37114,31192,20477,5076,15449,2472,2566,9657,6997,2561,2010
"Santa Cruz-Watsonville, CA Metro Area",107590,3798,9429,19372,17330,14773,4194,11674,2084,5773,9862,7023,2278,2010
"Santa Fe, NM Metro Area",60567,1983,6531,10601,12199,10417,3492,6436,1246,1619,3215,2405,423,2010
"Santa Rosa-Petaluma, CA Metro Area",201751,6406,23978,36262,29866,28167,9794,21117,4500,6218,14493,12130,8820,2010
"Savannah, GA Metro Area",148199,2965,11083,16283,32375,29461,13175,21112,4083,3777,8687,3671,1527,2010
"Scranton--Wilkes-Barre, PA Metro Area",242839,10707,33700,44410,42117,40197,13606,25233,5368,5177,9652,7400,5272,2010
"Seaford, DE Micro Area",76669,3788,9451,8586,12693,11504,6117,9831,1990,3759,4556,2612,1782,2010
"Searcy, AR Micro Area",31726,1119,4943,6792,3728,4397,1551,2332,870,1467,2137,1965,425,2010
"Seattle-Tacoma-Bellevue, WA Metro Area",1571812,37721,121406,184555,222073,244067,109274,259778,54033,72107,140968,92938,32892,2010
"Sebastian-Vero Beach, FL Metro Area",49507,1853,6324,11765,7142,9533,2309,6067,715,861,1767,742,429,2010
"Sebring, FL Micro Area",30245,843,3435,5506,7130,3223,1735,2324,726,519,3055,526,1223,2010
"Seneca, SC Micro Area",29193,1317,3213,4256,5218,5719,1371,2682,882,544,1757,1609,625,2010
"Sevierville, TN Micro Area",38342,911,2831,4762,5083,7370,2588,7316,1552,1411,3401,853,264,2010
"Shawnee, OK Micro Area",28720,972,3796,5771,5551,3136,747,2527,372,1758,1839,1631,620,2010
"Sheboygan, WI Metro Area",55038,3626,9609,11540,11430,7278,1682,2727,1126,896,1782,2606,736,2010
"Shelby, NC Micro Area",37809,1098,4607,7112,7375,3919,2038,4727,1784,1242,1513,1588,806,2010
"Sherman-Denison, TX Metro Area",49196,2431,7031,10328,8981,5788,1747,2834,883,1283,3318,2735,1837,2010
"Show Low, AZ Micro Area",30648,3023,7002,3970,4106,3651,1488,2674,973,348,900,1274,1239,2010
"Shreveport-Bossier City, LA Metro Area",173270,4739,18078,29118,34855,35824,10280,19918,2144,2741,7526,6057,1990,2010
"Sierra Vista-Douglas, AZ Micro Area",49995,2991,7806,10362,10229,6210,2534,3242,944,1119,1816,2081,661,2010
"Sioux City, IA-NE-SD Metro Area",67999,3654,9956,16655,15515,8487,2549,5670,803,761,2352,578,1019,2010
"Sioux Falls, SD Metro Area",117985,5307,15581,22018,29917,20927,6892,8065,1245,1750,2776,1806,1701,2010
"Somerset, PA Micro Area",30786,1811,4332,3985,4000,6406,1701,3288,867,723,1638,850,1185,2010
"South Bend-Mishawaka, IN-MI Metro Area",133341,5238,14072,22645,27288,25077,9088,13872,2770,3446,5178,2541,2126,2010
"Southern Pines-Pinehurst, NC Micro Area",32846,1790,2443,4412,7229,4867,2457,3255,1313,809,2284,1570,417,2010
"Spartanburg, SC Metro Area",116899,3273,11610,16781,21565,22725,8297,17506,3015,2614,5251,1971,2291,2010
"Spokane, WA Metro Area",198752,6595,24704,35200,37334,35252,12781,22920,4103,3731,8947,4654,2531,2010
"Springfield, IL Metro Area",98920,3781,11401,20385,21905,16706,6068,8974,1033,1480,2595,2107,2485,2010
"Springfield, MA Metro Area",293770,11040,32281,48623,47704,50585,19727,36815,6656,9019,13886,10216,7218,2010
"Springfield, MO Metro Area",186618,7247,20467,30999,34809,31516,11325,25145,4448,3955,9612,3938,3157,2010
"Springfield, OH Metro Area",55479,1587,7888,10185,10203,8207,2745,5814,1087,1396,3945,1823,599,2010
"State College, PA Metro Area",68656,2003,12028,14363,12079,9234,4936,6883,1539,1991,1790,1024,786,2010
"Statesboro, GA Micro Area",25749,1534,5184,5489,3732,2508,679,2376,106,571,882,2603,85,2010
"Statesville-Mooresville, NC Micro Area",62389,2003,7266,9184,9009,11175,3443,6277,2159,1049,6576,3181,1067,2010
"Staunton-Waynesboro, VA Micro Area",48844,2304,6042,7820,7806,8291,2848,5692,1929,1530,2954,1170,458,2010
"Steubenville-Weirton, OH-WV Metro Area",49388,1933,6296,6907,6321,5630,2954,6882,1251,1797,4352,4338,727,2010
"Stevens Point, WI Micro Area",34226,1034,8011,7069,5888,3885,1861,2286,908,347,1213,781,943,2010
"Stillwater, OK Micro Area",37043,2028,7481,9974,7153,4335,781,2262,209,57,1238,1290,235,2010
"Stockton, CA Metro Area",242350,7127,24017,39766,42205,31587,12863,25368,4337,4924,16624,18435,15097,2010
"Sumter, SC Metro Area",40590,1661,4402,7614,7922,6469,2293,4240,490,568,2177,1620,1134,2010
"Sunbury, PA Micro Area",39244,1816,6068,5381,5843,6089,1747,4375,1138,1123,2772,1548,1344,2010
"Syracuse, NY Metro Area",288011,13479,34183,43830,56836,55886,18371,29125,6105,8127,11663,7018,3388,2010
"Talladega-Sylacauga, AL Micro Area",26193,1051,3676,4187,3548,3692,3024,2764,663,574,865,1452,697,2010
"Tallahassee, FL Metro Area",152189,4306,14733,22663,30718,26456,10065,20464,3560,6002,8453,3659,1110,2010
